source,target,APlevel,value,clusterId,sourcefilename,targetfilename,clustersize,sourceTopWords,targetTopWords
doc99,e91,1,-1,4,Bookshelf_Some_Voters_the_Democrats_Want_Back,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,president;americans;transformed.;immigrant;albert;jon's;groundwork;numbers.;party;voters;story;time;manhattan's;presidential;democratic;began;loyalty;jon;immigrants;thousands,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc103,e91,1,-1,4,After_Missing_Training_Camp__Biakabutuka_Is_Finall,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,crawley;work;million;said;contract;change;rushing;yards;training;days;said.;he's;year;biakabutuka;friday;offense;make;panthers;got;try,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc107,e91,1,-1,4,ADVERTISING_Pan_Am_II__A_Tiny_Start_Up_Will_Stress,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,am's;million;old;agency;start-up;u.s.;am;mr.;pan;flight;new;service;ad;says;carrier;york;campaign;airline;carrier;says.,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc111,e91,1,-1,4,ASIAN_TRAVEL_Cathay_Uses_Web_Auctions_To_Lure_Amer,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,auction;champagne;package;vasques;caac;cathay;people;u.s.;business;mr.;according;passengers;price;airlines;seats;slow;latest;internet;cathay's;world,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc112,e91,1,-1,4,Bears_Release_Simmons__Decide_to_Go_With_Huerta,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,bowl;said;player;19;foster;team;league;11;field;goals;easy;simmons;football;bears;cowboys;i;teague;chicago;kicked;bears',p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc131,e91,1,-1,4,ConAgra_Names_Outside_Lawyer_As_President_and_Heir,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,termed;office;president;chairman;said;firm;davina;paulk;paulk;u.s.;mr.;new;years.;conagra's;conagra;years;management;lawyer;wall;a,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc136,e91,1,-1,4,Barney_s_Appoints_A_New_President,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,bagby;said;thursday;polk's;effort;co-crosby;retailer;mr.;executive;polk;new;barney's;penland;bankruptcy;2011;york;retailer's;focus;creditors;management,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc147,e91,1,-1,4,As_Rumors_Abound__Carver_Leaves_Cowboys,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,isaacs;bray;2009;going;faces;said;stations;rosario;news;dallas;stress;suspension;shantell;compete;time;cowboys;players;seasons.;lot;left,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc153,e91,1,-1,4,Bomb_Blast_Kills_Nine,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,airport.;said;people.;rocked;killed;arriving;explosions;exploded;told;international;people;city;heavily;airport;time;police;bomb;central;killing;hospital,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc155,e91,1,-1,4,Boeing_Unveils_New_Purchases_In_Wake_of_Airbus_s_O,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,valued;billion;said;billion;airbus's;figures;a300-600;airbus;shows;747;consortium;new;european;order;airlines;aircraft;boeing;orders;air;a3xx,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc166,e91,1,-1,4,Creators_Try_to_Bring_Web_Fans_From_On_Line_to_Mai,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,work;television;the;potential;hollywood;far;web;like;deals;mr.;new;company;tv;says;taken;year;says;east;bought;producers,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc174,e91,1,-1,4,American_Indian_Tribe_Dismisses_Contract_With_Gami,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,tuesday;charges;conspiracy;said;gaming;contract;tribe;white;convicted;tribal;mr.;stein;including;american;company;casino;casino.;management;world;shooting,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc178,e91,1,-1,4,Date_of_Japan_Starts_Slow_Before_Beating_Morton_Th,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,victory;games;final;finals;beat;morton;said;ranked;lost;top-seeded;6-3;6-4;losing;career;no.;vachon;open;match;won;thompkins,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc182,e91,1,-1,4,Be_Prepared____Come_Rain__Wind__Fire_or_Falling_Tr,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,need;insurance;water;home;sutherland;disasters;property;windows;meet;storm;hurricane;disaster;away;cover;new;red;predict;family;repairs;natural,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc198,e91,1,-1,4,Chrysler__Ford_Offer_Workers_Incentive_for_Early_R,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,programs;offered;said;spokeswoman;package;no.;u.s.;employees.;chrysler;buyout;program;2011;auto;early-retirement;year;years;ford;salaried;white-collar;employees,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc211,e91,1,-1,4,Business_World_Now_Kids__No_Homework_Till_You_Fini,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,weekly;all;hollywood;tv.;like;u.s.;episodes;business;shows;mr.;really;magic;programming;recalls;tv;syndication;writers;sitcom;big;situation,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc212,e91,1,-1,4,ADVERTISING_Intel_Gets_a_Free_Ride_On_China_s_Bicy,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,total;;president;million;said;the;stickers;awareness;mr.;chinese;executive;china's;market;ad;intel's;says;intel;spent;china;china,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc222,e91,1,-1,4,Boeing_Lifts_Production_on_777s_To_Keep_Up_With_Ho,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,total;jobs;airliners;employment;said;step-up;workers;meet;production;expected;new;years.;5000;hires;company;boeing;increase;2011;orders;demand,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc236,e91,1,-1,4,DHS_Foils_Plot,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,;total;held;said;smuggling;area;officials;technical;people;mr.;network;material;country;plot;explosives;bomb;dhs;dirty;radioactive;large,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc240,e91,1,-1,4,Construction_of_a_Westside_Stadium_for_NFL_Ravens_,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,parking;final;said;asphalt;park;oriole;...;told;baltimore;camden;team;executive;authority;new;westside;stadium;modell;lot;park;years,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc242,e91,1,-1,4,Brewers__Rare_Late_Inning_Rally_Results_in_a_Win_O,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,just;single;manager;eighth;innings;win;lead;inning;good;run;twins;relief;minnesota;eighth;hit;davida;i;homer;run-scoring;brewers,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc244,e91,1,-1,4,Antarctica_Airlines_s_Response_to_Crash_Viewed_As_,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,antarctica;united;the;crisis-management;public-relations;families;calls;went;response;airlines;better;reservation;says;crisis;litigation;airlines's;chief;pr;airline;crash,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc246,e91,1,-1,4,Abortion_Pill_May_Join_List_Of_New_Drug_Based_Opti,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,methods;panel;using;drugs;use;abortions;new;market;american;abortion;say;says;pills;doctors;fda;nonprofit;group;ru-486;drug;birth-control,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc255,e91,1,-1,4,Caution_Is_Urged_in_Choosing_Birth_Method_After_C_,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,vaginal;birth;said;normal;tried;health;women;risk;labor;80%;compared;complications;said.;efforts;c-section;births;delivery;c-section.;try;major,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc261,e91,1,-1,4,Bailey_Captures_100M_Race__Returns_to_the_Winner_s,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,atlanta;1500;games;beat;jamaica;timed;second;medalist;silver;edging;u.s.;hurdles.;bronze;winning;american;fellow;won;medalist;bao;women's,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc265,e91,1,-1,4,Drug_Industry_Executive_Frederick_Stock_Dies_at_88,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,winford;pharmacy;partin;manager;cause;88.;store;grandchildren;penicillin;governor;suzi;served;wife;large-scare;partin;production;mr.;war;supervised;drug,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc269,e91,1,-1,4,Bookshelf_An_Idea_That_Goes_To_the_Head_of_the_Cla,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,parents;choice;me.'';chains'';ms.;education;teachers;mr.;milwaukee;new;school;principal;schools;break;program;porsha;school-choice;sankey;public;hope,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc270,e91,1,-1,4,Despite_Increasing_Affluence__Chinese_Still_Attemp,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,hong;charges;said;illegal;honduran;smuggling;officials;kong;travel;people;documents;u.s.;forged;mr.;arrested;carrying;immigration;residents;passports;china,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc276,e91,1,-1,4,Bonn__EU_Strike_Compromise_In_VW_Government_Aid_Ca,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,million;said;german;aid;larkin;mr.;saxony;vw;approved;federal;european;compromise;freeze;vanesa;government;eastern;commission;review;brussels;bonn,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc281,e91,1,-1,4,Broadhurst_Takes_Open_Lead;_Low_Scores_Are_Order_o,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,wind;americans;greens;said;british;lytham;birdies;thought;rickard;would've;round;shot;open;markita;players;golf;65;tour;strokes;hole,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc282,e91,1,-1,4,Advanced_Medical_Bid_Seeks_Overseas_Link,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,president;million;said;ivac;franco;hopes;companies;overseas;mr.;compete;looking;acquisition;new;medical;health-care;company;advanced;focus;devices;products,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc283,e91,1,-1,4,Child_Pornography_on_AOL_Is_Investigated_in_German,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,just;pornography;said;aol;this;news;germany.;behavior;german;officials;compuserve;people;hamburg;bertelsmann;electronic;child;sent;authorities;prosecutor's;telephone,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc292,e91,1,-1,4,American_Airlines_Forms_Pact_With_Pilots__Ends_2_Y,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,president;said;contract;agreement;officials;american's;mr.;labor;flying;new;pilots;pilots.;reduced;american;airlines;company;union;pay;reached;sides,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc329,e91,1,-1,4,Another_NBA_Comeback_Appears_Likely_for_Jona,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,bryon;jesenia;basketball;president;said;o'ned;jona;national;signed;$120;retired;today'';playing;jona;nba;los;coming;league's;angeles;lakers,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc330,e91,1,-1,4,Court_Rejects_Cable_TV_Firms__Complaints_of_Restri,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,direct;law;said;communications;cable;use;channels;court;appeals;u.s.;decision;rules;upheld;programming;rule;governmental;educational;operators;government;public,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc334,e91,1,-1,4,Dun___Bradstreet_Approved_By_IRS_for_Tax_Free_Spli,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,information;said;there;number;corp.;baird;mr.;antitrust;dun;bradstreet;new;stock;company's;spinoff;suit;york;downes;delay;public;ratings,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc355,e91,1,-1,4,Allen_Requests_Taxpayer_Aid,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,need;said;letter;seahawks;revenues;state;exercise;purchase;offer;allene;new;including;remain;westside;i;stadium;competitive;taxpayers;public;option,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc361,e91,1,-1,4,A_Fugitive_U.S._Financier_Gets_Prison_Term_in_Cuba,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,charges;cuban;investors;news;mexico;court;convicted;u.s.;trying;lesser;mr.;city;avoid;requests;yuan;wife;sentenced;years;government;drug,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc363,e91,1,-1,4,EMU_Criteria__Timing_Need_Revamping__Italy_Officia,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,unemployment;europe;godoy;let;emu;difficult;economic;mr.;knighton;time;european;union;says;maastricht;monetary;parameters;government;italy;entering;says.,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc382,e91,1,-1,4,American_Express_Agrees_To_Settle_Safra_Affair_Sui,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,agreed;million;express's;boatman;shareholder.;effort;settlement;express;mr.;largest;smear;new;company's;covert;edmundo;american;boatman;settle;campaign;outside,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc390,e91,1,-1,4,Contract_Negotiations_Divide_United_Airlines__Work,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,president;united;attendant;vice;buyout;united's;differences;ual;flight;esop.;new;stock;years.;pilots;union;attendants;says;pay;employee;employees,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc403,e91,1,-1,4,Canadian_Press_Gets_Reprieve_As_Withdrawals_Are_Re,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,member;president;million;however;engineered;controlling;jimmy;said;restructured;news;service;mr.;including;cp;southam;service;canadian;cut;newspapers;newspaper,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc414,e91,1,-1,4,British_Airways_Is_Upbeat_On_U.K._U.S._Aviation_Ta,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,alliance;said;british;u.s.-u.k.;issue;airways;rights;officials;u.s.;u.s.-german;clear;aviation;new;carriers;u.k.;deal;fly;airlines;proposed;review,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
doc427,e91,1,-1,4,Brown_Gets_Run_Support_As_Marlins_Shut_Out_Phillie,Atlantic_Monthly_s_Fallows_Moves_To_U.S._News___Wo,133,just;wild;lost;single;support;mimbs;scored;inning;run;phillies;harrison;allowing;hit;dean;florida;i;sixth;conine;earned;pitched,p.m.;introduction;pan;asean;remarks;faa;vastcomm;attendants;simple;a.m.;cotton;boeing;barney's;emergency;web;refugees;monsanto;westside;cable;airbus
